matchday,date,home_team_pos,home_team,away_team_pos,away_team,result,available,goal,assist,autogoal,yellow_card,double_yellow_card,red_card,substitution_on,substitution_off,minutes,penalty_kicker,home_match,score,grade,penalty_scored,penalty_kick,starter,postponed,difficulty_match,deployability
3,02/ott/2020,9,Fiorentina,18,Sampdoria,1:2,non convocato,0,0,0,False,False,False,,,0,False,False,,,0,0,False,False,3,False
4,17/ott/2020,14,Sampdoria,9,Lazio,3:0,Available,0,0,0,False,False,False,79,,11,False,True,,,0,0,False,False,3,False
5,24/ott/2020,4,Atalanta,9,Sampdoria,1:3,Available,0,1,0,True,False,False,66,,24,False,False,6.5,6.0,0,0,False,False,4,False
6,01/nov/2020,7,Sampdoria,17,Genoa,1:1,Available,0,0,0,False,False,False,66,,24,False,True,6.5,6.5,0,0,False,False,2,True
7,07/nov/2020,12,Cagliari,9,Sampdoria,2:0,Problema muscolare,0,0,0,False,False,False,,,0,False,False,,,0,0,False,False,2,False
8,22/nov/2020,10,Sampdoria,14,Bologna,1:2,Problema muscolare,0,0,0,False,False,False,,,0,False,True,,,0,0,False,False,2,False
9,30/nov/2020,18,Torino,10,Sampdoria,2:2,Problema muscolare,0,0,0,False,False,False,,,0,False,False,,,0,0,False,False,2,False
10,06/dic/2020,11,Sampdoria,1,Milan,1:2,Problema muscolare,0,0,0,False,False,False,,,0,False,True,,,0,0,False,False,4,False
11,13/dic/2020,2,Napoli,12,Sampdoria,2:1,Problema muscolare,0,0,0,False,False,False,,,0,False,False,,,0,0,False,False,4,False
12,16/dic/2020,7,Verona,13,Sampdoria,1:2,Problema muscolare,0,0,0,False,False,False,,,0,False,False,,,0,0,False,False,3,False
13,19/dic/2020,11,Sampdoria,20,Crotone,3:1,in panchina,0,0,0,False,False,False,,,0,False,True,,,0,0,False,False,2,False
14,23/dic/2020,10,Sampdoria,6,Sassuolo,2:3,Available,1,0,0,False,False,True,73,,17,False,True,9.0,7.0,0,0,False,False,3,True
15,03/gen/2021,4,Roma,11,Sampdoria,1:0,Squalifica per espulsione diretta,0,0,0,False,False,False,,,0,False,False,,,0,0,False,False,4,False
16,06/gen/2021,11,Sampdoria,2,Inter,2:1,Available,1,0,0,True,False,False,,90,90,False,True,9.5,7.0,0,0,True,False,4,True
17,11/gen/2021,16,Spezia,11,Sampdoria,2:1,Available,0,0,0,False,False,False,,85,85,False,False,5.5,5.5,0,0,True,False,3,True
18,16/gen/2021,11,Sampdoria,13,Udinese,2:1,Available,0,0,0,False,False,False,62,,28,False,True,6.0,6.0,0,0,False,False,2,True
19,24/gen/2021,19,Parma,10,Sampdoria,0:2,Available,1,0,0,True,False,False,,58,58,False,False,9.0,6.5,0,0,True,False,2,True
20,30/gen/2021,10,Sampdoria,3,Juventus,0:2,Available,0,0,0,False,False,False,,68,68,False,True,5.0,5.0,0,0,True,False,4,False
21,07/feb/2021,12,Benevento,10,Sampdoria,1:1,Available,1,0,0,False,False,False,,,90,False,False,10.0,7.0,0,0,True,False,3,True
22,14/feb/2021,10,Sampdoria,15,Fiorentina,2:1,Available,1,0,0,False,False,False,,89,89,False,True,9.0,6.0,0,0,True,False,2,True
23,20/feb/2021,7,Lazio,10,Sampdoria,1:0,Available,0,0,0,False,False,False,,67,67,False,False,5.5,5.5,0,0,True,False,4,False
24,28/feb/2021,10,Sampdoria,5,Atalanta,0:2,Available,0,0,0,False,False,False,61,,29,False,True,5.0,5.0,0,0,False,False,3,False
25,03/mar/2021,13,Genoa,10,Sampdoria,1:1,Available,0,0,0,False,False,False,,71,71,False,False,5.5,5.5,0,0,True,False,2,True
26,07/mar/2021,10,Sampdoria,18,Cagliari,2:2,Available,0,0,0,False,False,False,,63,63,False,True,5.0,5.0,0,0,True,False,2,False
27,14/mar/2021,12,Bologna,10,Sampdoria,3:1,in panchina,0,0,0,False,False,False,,,0,False,False,,,0,0,False,False,3,False
28,21/mar/2021,11,Sampdoria,17,Torino,1:0,Available,0,0,0,False,False,False,67,,23,False,True,6.0,6.0,0,0,False,False,2,True
29,03/apr/2021,2,Milan,10,Sampdoria,1:1,Available,0,0,0,False,False,False,84,,6,False,False,,,0,0,False,False,4,False
30,11/apr/2021,10,Sampdoria,5,Napoli,0:2,Available,0,0,0,False,False,False,67,,23,False,True,5.0,5.0,0,0,False,False,3,False
