matchday,date,home_team_pos,home_team,away_team_pos,away_team,result,available,goal,assist,autogoal,yellow_card,double_yellow_card,red_card,substitution_on,substitution_off,minutes,penalty_kicker,home_match,score,grade,penalty_scored,penalty_kick,starter,postponed,difficulty_match,deployability
3,04/nov/2020,13,Genoa,16,Torino,1:2,Problema muscolare,0,0,0,False,False,False,,,0,False,True,6.0,,0,0,False,True,3,False
4,19/ott/2020,7,Verona,15,Genoa,0:0,Available,0,0,0,False,False,False,,63,63,False,False,5.0,5.0,0,0,True,False,4,False
5,24/ott/2020,13,Genoa,6,Inter,0:2,Available,0,0,0,False,False,False,65,,25,False,True,5.0,5.0,0,0,False,False,5,False
6,01/nov/2020,7,Sampdoria,17,Genoa,1:1,Problema muscolare,0,0,0,False,False,False,,,0,False,False,,,0,0,False,False,4,False
7,08/nov/2020,16,Genoa,8,Roma,1:3,Problema muscolare,0,0,0,False,False,False,,,0,False,True,,,0,0,False,False,4,False
8,22/nov/2020,19,Udinese,18,Genoa,1:0,Available,0,0,0,False,False,False,68,,22,False,False,5.5,5.5,0,0,False,False,4,False
9,30/nov/2020,19,Genoa,17,Parma,1:2,Available,1,0,0,False,False,False,,69,69,False,True,9.5,6.5,0,0,True,False,3,True
10,07/dic/2020,17,Fiorentina,19,Genoa,1:1,Available,0,0,0,False,False,False,,65,65,False,False,6.0,6.0,0,0,True,False,4,False
11,13/dic/2020,19,Genoa,4,Juventus,1:3,Available,0,0,0,False,False,False,73,,17,False,True,5.5,5.5,0,0,False,False,5,False
12,16/dic/2020,19,Genoa,1,Milan,2:2,Available,0,0,0,False,False,False,,85,85,False,True,7.0,7.0,0,0,True,False,5,True
13,20/dic/2020,15,Benevento,18,Genoa,2:0,Available,0,0,0,False,False,False,,58,58,False,False,6.0,6.0,0,0,True,False,4,False
14,23/dic/2020,17,Spezia,19,Genoa,1:2,in panchina,0,0,0,False,False,False,,,0,False,False,,,0,0,False,False,4,False
15,03/gen/2021,,Genoa,,Lazio,1:1,Available,0,1,0,False,False,False,46,,45,False,True,8.0,7.0,0,0,False,False,4,False
16,06/gen/2021,7,Sassuolo,19,Genoa,2:1,Available,1,0,0,False,False,False,,,90,False,False,9.5,6.5,0,0,True,False,4,True
17,09/gen/2021,19,Genoa,12,Bologna,2:0,Available,0,0,0,False,False,False,,81,81,False,True,6.5,6.5,0,0,True,False,3,False
18,17/gen/2021,5,Atalanta,17,Genoa,0:0,Available,0,0,0,False,False,False,,,90,False,False,6.0,6.0,0,0,True,False,5,False
19,24/gen/2021,16,Genoa,17,Cagliari,1:0,Available,0,0,0,False,False,False,,76,76,False,True,6.0,6.0,0,0,True,False,3,False
20,31/gen/2021,20,Crotone,16,Genoa,0:3,Available,0,0,0,False,False,False,,61,61,False,False,6.0,6.0,0,0,True,False,3,False
21,06/feb/2021,14,Genoa,5,Napoli,2:1,Affaticamento muscolare,0,0,0,False,False,False,,,0,False,True,,,0,0,False,False,4,False
22,13/feb/2021,17,Torino,12,Genoa,0:0,Available,0,0,0,False,False,False,46,,45,False,False,5.0,5.0,0,0,False,False,3,False
23,20/feb/2021,11,Genoa,9,Verona,2:2,Available,1,0,0,False,False,False,46,,45,False,True,9.5,6.5,0,0,False,False,4,True
24,28/feb/2021,1,Inter,11,Genoa,3:0,Available,0,0,0,False,False,False,62,,28,False,False,5.0,5.0,0,0,False,False,5,False
25,03/mar/2021,13,Genoa,10,Sampdoria,1:1,Available,0,0,0,False,False,False,,82,82,False,True,6.5,6.5,0,0,True,False,4,True
26,07/mar/2021,5,Roma,13,Genoa,1:0,Available,0,0,0,False,False,False,46,,45,False,False,5.5,5.5,0,0,False,False,5,False
27,13/mar/2021,13,Genoa,11,Udinese,1:1,Available,0,0,0,False,False,False,,89,89,False,True,5.5,5.5,0,0,True,False,3,False
28,19/mar/2021,19,Parma,14,Genoa,1:2,Available,0,0,0,False,False,False,,46,45,False,False,5.0,5.0,0,0,True,False,3,False
29,03/apr/2021,13,Genoa,14,Fiorentina,1:1,Available,0,0,0,False,False,False,83,,7,False,True,,,0,0,False,False,3,False
30,11/apr/2021,3,Juventus,13,Genoa,3:1,Available,0,0,0,False,False,False,63,,27,False,False,5.0,5.0,0,0,False,False,5,False
